title,scoiety,price,area,when ready,link
3 BHK Apartment for Sale in Matunga East Mumbai,none,Rs 4.25 Cr ,940 sqft,to Move,no link
"2 BHK Apartment for Sale in Crescent Nexus, Bandra Kurla Complex Mumbai",none,Rs 2 Cr ,677 sqft,May '25,https://www.magicbricks.com/crescent-nexus-bandra-kurla-complex-mumbai-pdpid-4d4235333234353039
"2 BHK Apartment for Sale in Laxmi Namah, Unnat Nagar Goregaon West Mumbai",none,Rs 1.94 Cr ,642 sqft,Jul '25,https://www.magicbricks.com/laxmi-namah-unnat-nagar-goregaon-west-mumbai-pdpid-4d4235343231363433
"3 BHK Apartment for Sale in Arkade Eden, Sunder Nagar Malad West Mumbai",none,Rs 4.22 Cr ,1320 sqft,Jun '26,https://www.magicbricks.com/arkade-eden-sunder-nagar-malad-west-mumbai-pdpid-4d4235343230373037
2 BHK Apartment for Sale in Mulund East Mumbai,none,Rs 1.80 Cr ,750 sqft,Dec '27,no link
"2 BHK Apartment for Sale in ORIGIN CLAREMONT, Dindoshi Mumbai",none,Rs 2.10 Cr ,840 sqft,Dec '30,https://www.magicbricks.com/origin-claremont-dindoshi-mumbai-pdpid-4d4235343230393333
"2 BHK Apartment for Sale in Lodha Woods, Kandivali East Mumbai",none,Rs 1.90 Cr ,659 sqft,Dec '25,https://www.magicbricks.com/lodha-woods-kandivali-east-mumbai-pdpid-4d4235333138353331
"2 BHK Apartment for Sale in Jaswanti Woods, Mulund West Mumbai",none,Rs 4.25 Cr ,775 sqft,of 20,https://www.magicbricks.com/jaswanti-woods-mulund-west-mumbai-pdpid-4d4235303432323535
"3 BHK Apartment for Sale in Suraj Palette, Dadar West Mumbai",none,Rs 9.52 Cr ,1466 sqft,Dec '25,https://www.magicbricks.com/suraj-palette-dadar-west-mumbai-pdpid-4d4235313136313631
"2 BHK Apartment for Sale in Bhoomi Simana, Abhyudaya Nagar Mumbai",none,Rs 3.60 Cr ,837 sqft,Nov '25,https://www.magicbricks.com/bhoomi-simana-abhyudaya-nagar-mumbai-pdpid-4d4235333237313831
3 BHK Apartment for Sale in Mulund West Mumbai,none,Rs 4.25 Cr ,1127 sqft,to Move,no link
3 BHK Apartment for Sale in Bhabola Mumbai,none,Rs 1.05 Cr ,1100 sqft,to Move,no link
"2 BHK Apartment for Sale in Raheja Sherwood, Goregaon Mumbai",none,Rs 2.45 Cr ,725 sqft,to Move,https://www.magicbricks.com/raheja-sherwood-goregaon-mumbai-pdpid-4d4235303030383232
2 BHK Apartment for Sale in Andheri East Mumbai,none,Rs 2 Cr ,572 sqft,to Move,no link
"2 BHK Apartment for Sale in Sameer Apartment, Versova Andheri West Mumbai",none,Rs 2.30 Cr ,675 sqft,to Move,https://www.magicbricks.com/sameer-apartment-versova-mumbai-pdpid-4d4235303435363331
"3 BHK Apartment for Sale in Sheth Montana, Mulund West Mumbai",none,Rs 3.60 Cr ,1100 sqft,to Move,https://www.magicbricks.com/sheth-montana-mulund-west-mumbai-pdpid-4d4235303832353731
"3 BHK Apartment for Sale in diamond garden, Chembur Mumbai",none,Rs 5 Cr ,1310 sqft,to Move,https://www.magicbricks.com/diamond-garden-chembur-mumbai-pdpid-4d4235303836323034
"2 BHK Apartment for Sale in Omkar Raga, Samrat Ashok Nagar Mumbai",none,Rs 1.35 Cr ,772 sqft,to Move,https://www.magicbricks.com/omkar-raga-samrat-ashok-nagar-mumbai-pdpid-4d4235303239383239
"3 BHK Apartment for Sale in Lodha Kiara, Worli Mumbai",none,Rs 8.25 Cr ,1200 sqft,to Move,https://www.magicbricks.com/lodha-kiara-worli-mumbai-pdpid-4d4235303931343532
"2 BHK Apartment for Sale in Jay Vijay Nagari Phase 1, Nalasopara West Mumbai",none,Rs 46.5 Lac ,920 sqft,to Move,https://www.magicbricks.com/jay-vijay-nagari-phase-1-nalasopara-west-mumbai-pdpid-4d4235333937383739
2 BHK Apartment for Sale in Ghatkopar West Mumbai,none,Rs 1.89 Cr ,627 sqft,to Move,no link
3 BHK Apartment for Sale in Mumbai Central Mumbai,none,Rs 6.75 Cr ,1175 sqft,to Move,no link
"3 BHK Apartment for Sale in Sunteck City Avenue II, Goregaon West Mumbai",none,Rs 2.75 Cr ,894 sqft,to Move,https://www.magicbricks.com/sunteck-city-avenue-ii-goregaon-west-mumbai-pdpid-4d4235303431333432
"3 BHK Apartment for Sale in Raheja Classique, Andheri West Mumbai",none,Rs 6.68 Cr ,1150 sqft,to Move,https://www.magicbricks.com/raheja-classique-andheri-west-mumbai-pdpid-4d4235303030383236
"3 BHK Apartment for Sale in Lodha New Cuffe Parade, Wadala Mumbai",none,Rs 4.37 Cr ,1264 sqft,to Move,https://www.magicbricks.com/lodha-new-cuffe-parade-wadala-mumbai-pdpid-4d4235303230383539
2 BHK Apartment for Sale in Dadar West Mumbai,none,Rs 4 Cr ,860 sqft,to Move,no link
"2 BHK Apartment for Sale in Lodha Aqua, Mira Road Area Mumbai",none,Rs 1.35 Cr ,1000 sqft,to Move,https://www.magicbricks.com/lodha-aqua-mira-road-mumbai-pdpid-4d4235303230383838
"2 BHK Apartment for Sale in Keshav Srishti, Bhandup West Mumbai",none,Rs 1.45 Cr ,815 sqft,to Move,https://www.magicbricks.com/keshav-srishti-bhandup-west-mumbai-pdpid-4d4235303330393430
"3 BHK Apartment for Sale in Terraform Dwarka, Ghatkopar East Mumbai",none,Rs 3.50 Cr ,945 sqft,to Move,https://www.magicbricks.com/terraform-dwarka-ghatkopar-east-mumbai-pdpid-4d4235313039303531
"2 BHK Apartment for Sale in Wadhwa The Address, Ghatkopar West Mumbai",none,Rs 1.90 Cr ,649 sqft,to Move,https://www.magicbricks.com/wadhwa-the-address-ghatkopar-west-mumbai-pdpid-4d4235303136363236
"2 BHK Apartment for Sale in Hiranandani Garden Blue Bell, Powai Mumbai",none,Rs 3 Cr ,986 sqft,to Move,https://www.magicbricks.com/hiranandani-garden-blue-bell-powai-mumbai-pdpid-4d4235313137353933
"2 BHK Apartment for Sale in Hubtown Vedant, Sion Mumbai",none,Rs 2.85 Cr ,750 sqft,to Move,https://www.magicbricks.com/hubtown-vedant-sion-mumbai-pdpid-4d4235303231383038
"2 BHK Apartment for Sale in Evershine Woods, Chandan Shanti Mumbai",none,Rs 95 Lac ,600 sqft,to Move,https://www.magicbricks.com/evershine-woods-chandan-shanti-mumbai-pdpid-4d4235303030343237
2 BHK Apartment for Sale in Mahim West Mumbai,none,Rs 3.50 Cr ,730 sqft,to Move,no link
"2 BHK Apartment for Sale in Sagar Sameep CHS, Juhu Mumbai",none,Rs 1.80 Cr ,612 sqft,to Move,https://www.magicbricks.com/sagar-sameep-chs-juhu-mumbai-pdpid-4d4235303535303739
3 BHK  House for Sale in Sector 8 Charkop Mumbai,none,Rs 1.05 Cr ,800 sqft,to Move,no link
3 BHK Apartment for Sale in Vasai West Mumbai,none,Rs 1.20 Cr ,750 sqft,to Move,no link
"3 BHK Apartment for Sale in Rustanjee Elita, Juhu Versova Link Road Mumbai",none,Rs 10 Cr ,1600 sqft,to Move,https://www.magicbricks.com/rustanjee-elita-juhu-versova-link-road-mumbai-pdpid-4d4235303138373938
"2 BHK Apartment for Sale in MICL Aaradhya Eastwind, Vikhroli East Mumbai",none,Rs 2.10 Cr ,644 sqft,to Move,https://www.magicbricks.com/micl-aaradhya-eastwind-vikhroli-east-mumbai-pdpid-4d4235313233343235
"2 BHK Apartment for Sale in National Avenue, Kandivali East Mumbai",none,Rs 1.70 Cr ,774 sqft,to Move,https://www.magicbricks.com/national-avenue-kandivali-east-mumbai-pdpid-4d4235303535373533
2 BHK Apartment for Sale in MANPADA ROAD Mumbai,none,Rs 50 Lac ,575 sqft,to Move,no link
"2 BHK Apartment for Sale in Ajay Apartment, Mazgaon Mumbai",none,Rs 2.90 Cr ,640 sqft,to Move,https://www.magicbricks.com/ajay-apartment-mazgaon-mumbai-pdpid-4d4235313137323935
"2 BHK Apartment for Sale in Omkar Meridia, Bandra Kurla Complex Mumbai",none,Rs 1.95 Cr ,900 sqft,to Move,https://www.magicbricks.com/omkar-meridia-bandra-kurla-complex-mumbai-pdpid-4d4235303236373834
2 BHK Apartment for Sale in Kandivali West Mumbai,none,Rs 1.99 Cr ,706 sqft,to Move,no link
"2 BHK Apartment for Sale in Godrej Tranquil, Kandivali East Mumbai",none,Rs 1.95 Cr ,690 sqft,to Move,https://www.magicbricks.com/godrej-tranquil-kandivali-east-mumbai-pdpid-4d4235303939323231
3 BHK Apartment for Sale in Kalina Mumbai,none,Rs 3.45 Cr ,1160 sqft,to Move,no link
"2 BHK Apartment for Sale in Crystal Palace CHS, Malad West Mumbai",none,Rs 1.70 Cr ,600 sqft,to Move,https://www.magicbricks.com/crystal-palace-chs-malad-west-mumbai-pdpid-4d4235303539363033
"2 BHK Apartment for Sale in Evershine Green, Andheri West Mumbai",none,Rs 2.30 Cr ,700 sqft,to Move,https://www.magicbricks.com/evershine-green-andheri-west-mumbai-pdpid-4d4235303232333931
"2 BHK Apartment for Sale in Umang West View, Goregaon West Mumbai",none,Rs 2.15 Cr ,658 sqft,to Move,https://www.magicbricks.com/umang-west-view-goregaon-west-mumbai-pdpid-4d4235333333383137
"2 BHK Apartment for Sale in Pratik Swarna, Mira Road Area Mumbai",none,Rs 98 Lac ,770 sqft,to Move,https://www.magicbricks.com/pratik-swarna-mira-road-mumbai-pdpid-4d4235303030353135
"2 BHK Apartment for Sale in Crystal Palace CHS, Malad West Mumbai",none,Rs 1.80 Cr ,658 sqft,to Move,https://www.magicbricks.com/crystal-palace-chs-malad-west-mumbai-pdpid-4d4235303539363033
"2 BHK Apartment for Sale in Shri Shingar Apartment , Mulund East Mumbai",none,Rs 1.25 Cr ,640 sqft,to Move,https://www.magicbricks.com/shri-shingar-apartment-mulund-east-mumbai-pdpid-4d4235343039343239
"3 BHK Apartment for Sale in Ashwin Sheth Montana Giona, Nirmal Nagar Mulund West Mumbai",none,Rs 2.90 Cr ,977 sqft,to Move,https://www.magicbricks.com/ashwin-sheth-montana-giona-nirmal-nagar-central-line-mumbai-pdpid-4d4235313137383733
"2 BHK Apartment for Sale in Indrayani Apartment, Breach Candy Mumbai",none,Rs 10.50 Cr ,1527 sqft,to Move,https://www.magicbricks.com/indrayani-apartment-breach-candy-mumbai-pdpid-4d4235323330333833
2 BHK  House for Sale in Kastur Park Mumbai,none,Rs 2.15 Cr ,700 sqft,Resale,no link
"2 BHK Apartment for Sale in JP Decks, Goregaon Mumbai",none,Rs 2.40 Cr ,840 sqft,to Move,https://www.magicbricks.com/jp-decks-goregaon-mumbai-pdpid-4d4235303730303531
2 BHK Apartment for Sale in Borivali Mumbai,none,Rs 1.70 Cr ,572 sqft,to Move,no link
"2 BHK Apartment for Sale in Raj Infinia, Malad West Mumbai",none,Rs 2.75 Cr ,757 sqft,to Move,https://www.magicbricks.com/raj-infinia-malad-west-mumbai-pdpid-4d4235303139313930
"3 BHK Apartment for Sale in Oberoi Splendor, Andheri East Mumbai",none,Rs 4.25 Cr ,1377 sqft,to Move,https://www.magicbricks.com/oberoi-splendor-andheri-east-mumbai-pdpid-4d4235303030363030
"2 BHK Apartment for Sale in Golden Nest Phase XVI, Bhayandar East Mumbai",none,Rs 95 Lac ,750 sqft,to Move,https://www.magicbricks.com/golden-nest-phase-xvi-bhayandar-east-mumbai-pdpid-4d4235303739343935
"2 BHK Apartment for Sale in Parijat Hill View, Borivali East Mumbai",none,Rs 2.10 Cr ,1021 sqft,of 26,https://www.magicbricks.com/parijat-hill-view-borivali-east-mumbai-pdpid-4d4235313236353035
2 BHK Apartment for Sale in Bolinj Mumbai,none,Rs 78.3 Lac ,645 sqft,to Move,no link
"2 BHK Apartment for Sale in HS Samarpan, Ghatkopar East Mumbai",none,Rs 1.49 Cr ,620 sqft,to Move,https://www.magicbricks.com/hs-samarpan-ghatkopar-east-mumbai-pdpid-4d4235333333393335
2 BHK Apartment for Sale in Swastik Park Mumbai,none,Rs 2.10 Cr ,650 sqft,to Move,no link
"3 BHK Apartment for Sale in Ansal Heights, Worli Mumbai",none,Rs 6.50 Cr ,1400 sqft,to Move,https://www.magicbricks.com/ansal-heights-worli-mumbai-pdpid-4d4235303430383531
3 BHK Apartment for Sale in Goregaon East Mumbai,none,Rs 7 Cr ,1081 sqft,to Move,no link
"3 BHK Apartment for Sale in Lodha New Cuffe Parade, Wadala Mumbai",none,Rs 7 Cr ,1642 sqft,to Move,https://www.magicbricks.com/lodha-new-cuffe-parade-wadala-mumbai-pdpid-4d4235303230383539
"2 BHK Apartment for Sale in Epsilon, Samata Nagar Thakur Village Mumbai",none,Rs 2.10 Cr ,631 sqft,to Move,https://www.magicbricks.com/epsilon-samata-nagar-mumbai-pdpid-4d4235303930383337
2 BHK Apartment for Sale in Kandivali West Mumbai,none,Rs 1.62 Cr ,700 sqft,to Move,no link
"2 BHK Apartment for Sale in Runwal Forests, Kanjurmarg West Mumbai",none,Rs 1.72 Cr ,661 sqft,to Move,https://www.magicbricks.com/runwal-forests-kanjurmarg-west-mumbai-pdpid-4d4235303238383430
3 BHK Apartment for Sale in Dr Baba Saheb Ambedkar Road Mumbai,none,Rs 7.86 Cr ,1164 sqft,to Move,no link
"3 BHK Apartment for Sale in Bhakti Park, Wadala Mumbai",none,Rs 2.50 Cr ,1255 sqft,to Move,https://www.magicbricks.com/bhakti-park-wadala-mumbai-pdpid-4d4235303239393335
"3 BHK Apartment for Sale in Dosti Flamingo, Sewri Mumbai",none,Rs 3.25 Cr ,853 sqft,to Move,https://www.magicbricks.com/dosti-flamingo-sewri-mumbai-pdpid-4d4235303030333437
2 BHK Apartment for Sale in Jagruti Nagar Mumbai,none,Rs 1.50 Cr ,739 sqft,to Move,no link
"2 BHK Apartment for Sale in Peninsula Celestia Spaces, Sewri Mumbai",none,Rs 4 Cr ,814 sqft,to Move,https://www.magicbricks.com/peninsula-celestia-spaces-sewri-mumbai-pdpid-4d4235303636323833
"3 BHK Apartment for Sale in Vinay Unique Imperia, Virar West Mumbai",none,Rs 90 Lac ,724 sqft,to Move,https://www.magicbricks.com/vinay-unique-imperia-virar-west-mumbai-pdpid-4d4235303337313938
"2 BHK Apartment for Sale in Chandak Cornerstone, Worli Mumbai",none,Rs 4.45 Cr ,770 sqft,to Move,https://www.magicbricks.com/chandak-cornerstone-worli-mumbai-pdpid-4d4235313236383237
2 BHK Apartment for Sale in jethe tower aamvawadi dahisar East Mumbai,none,Rs 1.60 Cr ,750 sqft,to Move,no link
"2 BHK Apartment for Sale in Runwal Bliss, Kanjurmarg East Mumbai",none,Rs 2.25 Cr ,797 sqft,to Move,https://www.magicbricks.com/runwal-bliss-kanjurmarg-east-mumbai-pdpid-4d4235303733343034
"3 BHK Apartment for Sale in Tricity Natraj, Chembur East Mumbai",none,Rs 3.60 Cr ,1108 sqft,to Move,https://www.magicbricks.com/tricity-natraj-chembur-east-mumbai-pdpid-4d4235333938323135
"2 BHK Apartment for Sale in Ashiyani Tower, Gulshan Nagar Mumbai",none,Rs 1.70 Cr ,1000 sqft,to Move,https://www.magicbricks.com/ashiyani-tower-gulshan-nagar-mumbai-pdpid-4d4235303633303032
2 BHK Apartment for Sale in Goregaon West Mumbai,none,Rs 1.50 Cr ,599 sqft,to Move,no link
2 BHK Apartment for Sale in Mulund East Mumbai,none,Rs 1.75 Cr ,555 sqft,to Move,no link
"2 BHK Apartment for Sale in Blossom CHSL, Marol Mumbai",none,Rs 2.50 Cr ,884 sqft,to Move,https://www.magicbricks.com/blossom-chsl-marol-mumbai-pdpid-4d4235303630363238
"2 BHK Apartment for Sale in Parikh Yash Platina, Virar West Mumbai",none,Rs 75 Lac ,579 sqft,to Move,https://www.magicbricks.com/parikh-yash-platina-virar-west-mumbai-pdpid-4d4235333836313539
2 BHK Apartment for Sale in Mulund West Mumbai,none,Rs 1.48 Cr ,624 sqft,to Move,no link
3 BHK  House for Sale in Mankhurd Mumbai,none,Rs 4.45 Cr ,1650 sqft,to Move,no link
"3 BHK Apartment for Sale in Lodha New Cuffe Parade, Wadala Mumbai",none,Rs 3.70 Cr ,1086 sqft,to Move,https://www.magicbricks.com/lodha-new-cuffe-parade-wadala-mumbai-pdpid-4d4235303230383539
"3 BHK Apartment for Sale in Piramal Aranya , Byculla East Mumbai",none,Rs 12 Cr ,1970 sqft,to Move,https://www.magicbricks.com/piramal-aranya-byculla-east-mumbai-pdpid-4d4235303933313135
"2 BHK Apartment for Sale in Esspee Tower, Borivali East Mumbai",none,Rs 1.75 Cr ,560 sqft,to Move,https://www.magicbricks.com/esspee-tower-borivali-east-mumbai-pdpid-4d4235303338303131
2 BHK Apartment for Sale in Malad Mumbai,none,Rs 1.45 Cr ,565 sqft,to Move,no link
"3 BHK Apartment for Sale in Satra One, Goregaon West Mumbai",none,Rs 3.50 Cr ,1160 sqft,to Move,https://www.magicbricks.com/satra-one-goregaon-west-mumbai-pdpid-4d4235333239363535
3 BHK Apartment for Sale in Marve Mumbai,none,Rs 3.75 Cr ,1098 sqft,to Move,no link
"3 BHK Apartment for Sale in Matoshree Nisarg, LIC Housing Colony Mulund East Mumbai",none,Rs 2.80 Cr ,860 sqft,to Move,https://www.magicbricks.com/matoshree-nisarg-lic-housing-colony-mulund-east-mumbai-pdpid-4d4235333332323533
"3 BHK Apartment for Sale in Rajdarshan Residency, Deonar Govandi East Mumbai",none,Rs 2 Cr ,950 sqft,to Move,https://www.magicbricks.com/rajdarshan-residency-deonar-mumbai-pdpid-4d4235323330333231
2 BHK Apartment for Sale in Nalasopara East Mumbai,none,Rs 62 Lac ,606 sqft,Jun '26,no link
2 BHK Apartment for Sale in Bhayandar East Mumbai,none,Rs 1.31 Cr ,850 sqft,to Move,no link
"3 BHK Apartment for Sale in Riddhi Apartment, Matunga Mumbai",none,Rs 6.98 Cr ,1300 sqft,to Move,https://www.magicbricks.com/riddhi-apartment-matunga-mumbai-pdpid-4d4235313439373039
"2 BHK Apartment for Sale in Tilak Nagar sahakarya chs bldg no 84, Tilak Nagar Chembur Mumbai",none,Rs 1.75 Cr ,610 sqft,to Move,https://www.magicbricks.com/tilak-nagar-sahakarya-chs-bldg-no-84-tilak-nagar-chembur-mumbai-pdpid-4d4235323038363435
"2 BHK Apartment for Sale in Samarth Srishti, Bhandup West Mumbai",none,Rs 1.50 Cr ,550 sqft,to Move,https://www.magicbricks.com/samarth-srishti-bhandup-west-mumbai-pdpid-4d4235303835393238
3 BHK Villa for Sale in Virar East Mumbai,none,Rs 3.75 Cr ,1873 sqft,to Move,no link
3 BHK Apartment for Sale in Grant Road East Mumbai,none,Rs 4.39 Cr ,927 sqft,to Move,no link
"2 BHK Apartment for Sale in Nahar Amrit Shakti, Nahars Amrit Shakti Road Mumbai",none,Rs 3.30 Cr ,840 sqft,to Move,https://www.magicbricks.com/nahar-amrit-shakti-nahars-amrit-shakti-road-mumbai-pdpid-4d4235303030363430
"2 BHK Apartment for Sale in Mahavir Universe, Bhandup West Mumbai",none,Rs 2.10 Cr ,702 sqft,to Move,https://www.magicbricks.com/mahavir-universe-bhandup-west-mumbai-pdpid-4d4235303031303636
"2 BHK Apartment for Sale in Shraddha Polaris, Tagore Nagar Mumbai",none,Rs 1.15 Cr ,520 sqft,to Move,https://www.magicbricks.com/shraddha-polaris-tagore-nagar-mumbai-pdpid-4d4235333132313131
3 BHK Apartment for Sale in Chembur West Mumbai,none,Rs 2.80 Cr ,985 sqft,to Move,no link
"3 BHK Apartment for Sale in Nathani Heights, Agripada Mumbai",none,Rs 5.20 Cr ,1250 sqft,to Move,https://www.magicbricks.com/nathani-heights-agripada-mumbai-pdpid-4d4235303737303836
3 BHK Apartment for Sale in Anita Nagar Mumbai,none,Rs 2.50 Cr ,1031 sqft,to Move,no link
"3 BHK Apartment for Sale in Prem Tower, Goregaon West Mumbai",none,Rs 2.80 Cr ,860 sqft,to Move,https://www.magicbricks.com/prem-tower-goregaon-west-mumbai-pdpid-4d4235343030393539
"2 BHK Apartment for Sale in Prithvi Pride, Mira Road Area Mumbai",none,Rs 87 Lac ,450 sqft,to Move,https://www.magicbricks.com/prithvi-pride-mira-road-mumbai-pdpid-4d4235313135313835
3 BHK Villa for Sale in Malad West Mumbai,none,Rs 15 Cr ,2100 sqft,to Move,no link
"3 BHK Apartment for Sale in Peninsula Celestia Spaces, Sewri Mumbai",none,Rs 6.20 Cr ,1478 sqft,to Move,https://www.magicbricks.com/peninsula-celestia-spaces-sewri-mumbai-pdpid-4d4235303636323833
2 BHK Apartment for Sale in Vasai East Mumbai,none,Rs 75 Lac ,690 sqft,to Move,no link
2 BHK Apartment for Sale in Dahisar East Mumbai,none,Rs 1.20 Cr ,560 sqft,to Move,no link
"3 BHK Apartment for Sale in Yug Sidheshwar Royale, Chembur Mumbai",none,Rs 5.50 Cr ,1300 sqft,Jun '25,https://www.magicbricks.com/yug-sidheshwar-royale-chembur-mumbai-pdpid-4d4235333832303435
2 BHK Apartment for Sale in Ghatkopar West Mumbai,none,Rs 2 Cr ,701 sqft,to Move,no link
"2 BHK Apartment for Sale in Panchsheel Gardens, Kandivali West Mumbai",none,Rs 2.25 Cr ,620 sqft,to Move,https://www.magicbricks.com/panchsheel-gardens-kandivali-west-mumbai-pdpid-4d4235303031353833
2 BHK Apartment for Sale in Raheja Exotica Mumbai,none,Rs 2.20 Cr ,850 sqft,to Move,no link
"2 BHK Apartment for Sale in Tarabaug Co op Housing Society, Mazgaon Mumbai",none,Rs 2.60 Cr ,867 sqft,to Move,https://www.magicbricks.com/tarabaug-co-op-housing-society-mazgaon-mumbai-pdpid-4d4235303631313436
2 BHK Apartment for Sale in Santacruz West Mumbai,none,Rs 4.60 Cr ,652 sqft,to Move,no link
"3 BHK Apartment for Sale in Union Park, Chembur Mumbai",none,Rs 4.39 Cr ,1200 sqft,to Move,https://www.magicbricks.com/union-park-chembur-mumbai-pdpid-4d4235303031353235
3 BHK Apartment for Sale in Vidyavihar West Mumbai,none,Rs 4 Cr ,1000 sqft,to Move,no link
3 BHK Apartment for Sale in Wadala East Mumbai,none,Rs 4 Cr ,1050 sqft,to Move,no link
"3 BHK Apartment for Sale in Triveni Sangam, Pedder Road Mumbai",none,Rs 9.75 Cr ,1700 sqft,to Move,https://www.magicbricks.com/triveni-sangam-pedder-road-mumbai-pdpid-4d4235303633343839
"2 BHK Apartment for Sale in Shanti Garden Sector 2, Mira Road Mumbai",none,Rs 1.25 Cr ,600 sqft,to Move,https://www.magicbricks.com/shanti-garden-sector-2-mira-road-mumbai-pdpid-4d4235303830383939
"3 BHK Apartment for Sale in Aaradhya One, Chembur Mumbai",none,Rs 3.81 Cr ,1098 sqft,to Move,https://www.magicbricks.com/aaradhya-one-chembur-mumbai-pdpid-4d4235303737343932
"2 BHK Apartment for Sale in RNA NG Suncity, Kandivali East Mumbai",none,Rs 1.50 Cr ,890 sqft,to Move,https://www.magicbricks.com/rna-ng-suncity-kandivali-east-mumbai-pdpid-4d4235303030333738
"2 BHK Apartment for Sale in Lodha New Cuffe Parade, Wadala Mumbai",none,Rs 3.15 Cr ,956 sqft,to Move,https://www.magicbricks.com/lodha-new-cuffe-parade-wadala-mumbai-pdpid-4d4235303230383539
"2 BHK Apartment for Sale in Aaditya Elegance, Matunga Mumbai",none,Rs 3.50 Cr ,825 sqft,to Move,https://www.magicbricks.com/aaditya-elegance-matunga-mumbai-pdpid-4d4235313035393735
"3 BHK Apartment for Sale in Lodha Enchante, Wadala Mumbai",none,Rs 4.90 Cr ,1320 sqft,to Move,https://www.magicbricks.com/lodha-enchante-wadala-mumbai-pdpid-4d4235303230393036
2 BHK Apartment for Sale in Mulund East Mumbai,none,Rs 1.10 Cr ,550 sqft,to Move,no link
"3 BHK Apartment for Sale in DLH The Park Residences, Andheri West Mumbai",none,Rs 5.35 Cr ,1100 sqft,to Move,https://www.magicbricks.com/dlh-the-park-residences-andheri-west-mumbai-pdpid-4d4235333933383235
2 BHK  House for Sale in Goregaon West Mumbai,none,Rs 2.35 Cr ,700 sqft,to Move,no link
